번호,작성자,작성일,댓글,회차,좋아요,대댓글수,댓글_전처리,댓글_토큰,감정_라벨
9829,지오화장품,18.05.29,보배 크다 살빠지다 이쁘다,김 비서가 왜 그럴까(애장판) 74화,1,댓글 달기,보배 크다 살빠지다 이쁘다,"['보배', '크다', '살빠지다', '이쁘다']",Positive
9830,JINNY,18.05.29,드라마 대중 웹툰 웹소설 보다 드라마 기대다,김 비서가 왜 그럴까(애장판) 76화,1,댓글 달기,드라마 대중 웹툰 웹소설 보다 드라마 기대다,"['드라마', '대중', '웹툰', '웹소설', '보다', '드라마', '기대다']",Neutral
9831,네스카페,18.05.29,학교 세상 다르다,김 비서가 왜 그럴까(애장판) 11화,1,댓글 달기,학교 세상 다르다,"['학교', '세상', '다르다']",Neutral
9832,윤정,18.05.29,드라마 대박나다,김 비서가 왜 그럴까(애장판) 12화,1,댓글 달기,드라마 대박나다,"['드라마', '대박나다']",Neutral
9833,나나,18.05.29,엄마 힘드다 게이 영준,김 비서가 왜 그럴까(애장판) 11화,1,댓글 달기,엄마 힘드다 게이 영준,"['엄마', '힘드다', '게이', '영준']",Neutral
9834,디나잇,18.05.29,드라마 갈래,김 비서가 왜 그럴까(애장판) 75화,1,댓글 달기,드라마 갈래,"['드라마', '갈래']",Neutral
9835,ZU,18.05.29,드라마 갈래 비서 그렇다 보다 힘내다,김 비서가 왜 그럴까(애장판) 07화,1,댓글 달기,드라마 갈래 비서 그렇다 보다 힘내다,"['드라마', '갈래', '비서', '그렇다', '보다', '힘내다']",Neutral
9836,choiangel,18.05.29,드라마 갈래,김 비서가 왜 그럴까(애장판) 77화,1,댓글 달기,드라마 갈래,"['드라마', '갈래']",Neutral
9837,오타쿠♥,18.05.29,김비 이름 도르다 마무 재다 계속 돌리다 보다 도르다 마무 닥터스 트레인 보신 알다,김 비서가 왜 그럴까,1,댓글 달기,김비 이름 도르다 마무 재다 계속 돌리다 보다 도르다 마무 닥터스 트레인 보신 알다,"['김비', '이름', '도르다', '마무', '재다', '계속', '돌리다', '보다', '도르다', '마무', '닥터스', '트레인', '보신', '알다']",Neutral
9838,김병길,18.05.29,소장 보다 드라마 소설 다르다 드라마 대중,김 비서가 왜 그럴까(애장판) 65화,1,댓글 달기,소장 보다 드라마 소설 다르다 드라마 대중,"['소장', '보다', '드라마', '소설', '다르다', '드라마', '대중']",Neutral
9839,조미란,18.05.29,드라마 기대 되다 대박나다,김 비서가 왜 그럴까(애장판) 12화,1,댓글 달기,드라마 기대 되다 대박나다,"['드라마', '기대', '되다', '대박나다']",Positive
9840,조미란,18.05.29,드라마 완전 기대 되다 원작 읽다 재밌다 드라마 성공하다 배우 시크 노률 최고 하다,김 비서가 왜 그럴까,1,댓글 달기,드라마 완전 기대 되다 원작 읽다 재밌다 드라마 성공하다 배우 시크 노률 최고 하다,"['드라마', '완전', '기대', '되다', '원작', '읽다', '재밌다', '드라마', '성공하다', '배우', '시크', '노률', '최고', '하다']",Positive
9841,이미경,18.05.29,드라마 기대 해도 되다,김 비서가 왜 그럴까,1,댓글 달기,드라마 기대 해도 되다,"['드라마', '기대', '해도', '되다']",Positive
9842,라라,18.05.29,드라마 대중 미소 언니 미소 유괴 모르다 궁금,김 비서가 왜 그럴까(애장판) 25화,1,1,드라마 대중 미소 언니 미소 유괴 모르다 궁금,"['드라마', '대중', '미소', '언니', '미소', '유괴', '모르다', '궁금']",Positive
9843,jin,18.05.29,드라마 대중,김 비서가 왜 그럴까(애장판) 81화,1,댓글 달기,드라마 대중,"['드라마', '대중']",Neutral
9844,행운,18.05.29,비서 그렇다 재다 읽다,김 비서가 왜 그럴까(애장판) 80화,1,댓글 달기,비서 그렇다 재다 읽다,"['비서', '그렇다', '재다', '읽다']",Neutral
9845,연이랑,18.05.29,김비 보다 가다 드라마 나오다 기대 크다,김 비서가 왜 그럴까(애장판) 84화(완결),1,댓글 달기,김비 보다 가다 드라마 나오다 기대 크다,"['김비', '보다', '가다', '드라마', '나오다', '기대', '크다']",Positive
9846,Someone,18.05.29,김비 팬클럽 이름 레전드 가요 오브 이영준 비서 레전드 김비,김 비서가 왜 그럴까,1,댓글 달기,김비 팬클럽 이름 레전드 가요 오브 이영준 비서 레전드 김비,"['김비', '팬클럽', '이름', '레전드', '가요', '오브', '이영준', '비서', '레전드', '김비']",Positive
9847,최연우,18.05.28,드라마 갈래 드라마 대중 비서 드라마 나오다 파괴 하다 연애 할런,김 비서가 왜 그럴까(애장판) 01화,1,1,드라마 갈래 드라마 대중 비서 드라마 나오다 파괴 하다 연애 할런,"['드라마', '갈래', '드라마', '대중', '비서', '드라마', '나오다', '파괴', '하다', '연애', '할런']",Neutral
9848,화니츄,18.05.28,드라마 갈래 비서 코믹 요소 곳곳 들다 원작 보다 대본 그대로 충실하다 살리다 촬영 하다 애드립 허용 하다 궁금하다,김 비서가 왜 그럴까(애장판) 83화,1,댓글 달기,드라마 갈래 비서 코믹 요소 곳곳 들다 원작 보다 대본 그대로 충실하다 살리다 촬영 하다 애드립 허용 하다 궁금하다,"['드라마', '갈래', '비서', '코믹', '요소', '곳곳', '들다', '원작', '보다', '대본', '그대로', '충실하다', '살리다', '촬영', '하다', '애드립', '허용', '하다', '궁금하다']",Neutral
9849,화니츄,18.05.28,드라마 갈래 미소 이제 거미공포증 이기 내다,김 비서가 왜 그럴까(애장판) 81화,1,댓글 달기,드라마 갈래 미소 이제 거미공포증 이기 내다,"['드라마', '갈래', '미소', '이제', '거미공포증', '이기', '내다']",Positive
9850,화니츄,18.05.28,드라마 대중 드라마 예습 보기 시작 하다 점점 하다 갈수록 아끼다 보다 끝내기 아쉽다,김 비서가 왜 그럴까(애장판) 80화,1,댓글 달기,드라마 대중 드라마 예습 보기 시작 하다 점점 하다 갈수록 아끼다 보다 끝내기 아쉽다,"['드라마', '대중', '드라마', '예습', '보기', '시작', '하다', '점점', '하다', '갈수록', '아끼다', '보다', '끝내기', '아쉽다']",Neutral
9851,은둥이,18.05.28,드라마 대중 만화 먼저 보고 소설 보다 드라마 드라마 짧아지다 어떻다,김 비서가 왜 그럴까(애장판) 09화,1,댓글 달기,드라마 대중 만화 먼저 보고 소설 보다 드라마 드라마 짧아지다 어떻다,"['드라마', '대중', '만화', '먼저', '보고', '소설', '보다', '드라마', '드라마', '짧아지다', '어떻다']",Neutral
9852,슈슈,18.05.28,김비 영준 앤드 미소 영미,김 비서가 왜 그럴까(애장판) 84화(완결),1,댓글 달기,김비 영준 앤드 미소 영미,"['김비', '영준', '앤드', '미소', '영미']",Positive
9853,아르,18.05.28,드라마 갈래 박서준 생각 하다 영준 매력,김 비서가 왜 그럴까(애장판) 70화,1,댓글 달기,드라마 갈래 박서준 생각 하다 영준 매력,"['드라마', '갈래', '박서준', '생각', '하다', '영준', '매력']",Neutral
9854,명이,18.05.28,안보 들어오다 차갑다 바뀌다,김 비서가 왜 그럴까(애장판) 63화,1,댓글 달기,안보 들어오다 차갑다 바뀌다,"['안보', '들어오다', '차갑다', '바뀌다']",Neutral
9855,단풍,18.05.28,행복하다,김 비서가 왜 그럴까(애장판) 80화,1,댓글 달기,행복하다,['행복하다'],Positive
9856,기동중기,18.05.28,김비 미소 좋다 김비 이름 김미소 이름 바꾸다 미소 좋다,김 비서가 왜 그럴까(애장판) 01화,1,댓글 달기,김비 미소 좋다 김비 이름 김미소 이름 바꾸다 미소 좋다,"['김비', '미소', '좋다', '김비', '이름', '김미소', '이름', '바꾸다', '미소', '좋다']",Positive
9857,dreamadream,18.05.28,김비 직진 들다 어떻다 주인공 어처구니 하다 답답하다 굴지 않다 정말 들다,김 비서가 왜 그럴까(애장판) 68화,1,댓글 달기,김비 직진 들다 어떻다 주인공 어처구니 하다 답답하다 굴지 않다 정말 들다,"['김비', '직진', '들다', '어떻다', '주인공', '어처구니', '하다', '답답하다', '굴지', '않다', '정말', '들다']",Negative
9858,마리,18.05.28,김비 이요 미소,김 비서가 왜 그럴까(애장판) 84화(완결),1,댓글 달기,김비 이요 미소,"['김비', '이요', '미소']",Positive
9859,은ㅈ,18.05.28,드라마 대중 하앍 꿀잼 원작 드라마 차이 많다 씹덕 포인트 많다 궁금하다,김 비서가 왜 그럴까(애장판) 06화,1,댓글 달기,드라마 대중 하앍 꿀잼 원작 드라마 차이 많다 씹덕 포인트 많다 궁금하다,"['드라마', '대중', '하앍', '꿀잼', '원작', '드라마', '차이', '많다', '씹덕', '포인트', '많다', '궁금하다']",Positive
9860,christian79,18.05.28,김비 재밌다 보다 소설 드라마 방영 되다 중이 영준 미소 매력 드라마 자다 리다 내다 하다,김 비서가 왜 그럴까(애장판) 80화,1,댓글 달기,김비 재밌다 보다 소설 드라마 방영 되다 중이 영준 미소 매력 드라마 자다 리다 내다 하다,"['김비', '재밌다', '보다', '소설', '드라마', '방영', '되다', '중이', '영준', '미소', '매력', '드라마', '자다', '리다', '내다', '하다']",Positive
9861,화니츄,18.05.28,드라마 대중,김 비서가 왜 그럴까(애장판) 77화,1,댓글 달기,드라마 대중,"['드라마', '대중']",Neutral
9862,화니츄,18.05.28,드라마 갈래 성연 나오다 반갑다,김 비서가 왜 그럴까(애장판) 76화,1,댓글 달기,드라마 갈래 성연 나오다 반갑다,"['드라마', '갈래', '성연', '나오다', '반갑다']",Positive
9863,화니츄,18.05.28,드라마 대중,김 비서가 왜 그럴까(애장판) 74화,1,댓글 달기,드라마 대중,"['드라마', '대중']",Neutral
9864,야호~,18.05.28,화이팅,김 비서가 왜 그럴까(애장판) 01화,1,댓글 달기,화이팅,['화이팅'],Neutral
9865,화니츄,18.05.28,드라마 갈래,김 비서가 왜 그럴까(애장판) 65화,1,댓글 달기,드라마 갈래,"['드라마', '갈래']",Neutral
9866,혜윰이,18.05.28,김비 태양 넘다 귀엽다 드라마 대중,김 비서가 왜 그럴까(애장판) 74화,1,댓글 달기,김비 태양 넘다 귀엽다 드라마 대중,"['김비', '태양', '넘다', '귀엽다', '드라마', '대중']",Positive
9867,화니츄,18.05.28,드라마 대중 성현 자존감 없다 동생 대한 죄책감 더하다 된거 당시 어리다 형제 가다,김 비서가 왜 그럴까(애장판) 52화,1,댓글 달기,드라마 대중 성현 자존감 없다 동생 대한 죄책감 더하다 된거 당시 어리다 형제 가다,"['드라마', '대중', '성현', '자존감', '없다', '동생', '대한', '죄책감', '더하다', '된거', '당시', '어리다', '형제', '가다']",Negative
9868,Truetothis,18.05.28,김비 응원 하다,김 비서가 왜 그럴까(애장판) 75화,1,댓글 달기,김비 응원 하다,"['김비', '응원', '하다']",Neutral
9869,Truetothis,18.05.28,김비 조언 하다 영준 잠그다 태양 동생 원하다,김 비서가 왜 그럴까(애장판) 74화,1,댓글 달기,김비 조언 하다 영준 잠그다 태양 동생 원하다,"['김비', '조언', '하다', '영준', '잠그다', '태양', '동생', '원하다']",Neutral
9870,jina,18.05.28,김비 비서 넘다 재미나 읽다 드라마 기대 돼다 배우 넘다 들다 고프다,김 비서가 왜 그럴까(애장판) 77화,1,댓글 달기,김비 비서 넘다 재미나 읽다 드라마 기대 돼다 배우 넘다 들다 고프다,"['김비', '비서', '넘다', '재미나', '읽다', '드라마', '기대', '돼다', '배우', '넘다', '들다', '고프다']",Positive
9871,스머팻,18.05.28,진짜루 김비 드라마 넘기다 되다,김 비서가 왜 그럴까(애장판) 76화,1,댓글 달기,진짜루 김비 드라마 넘기다 되다,"['진짜루', '김비', '드라마', '넘기다', '되다']",Neutral
9872,sfilse,18.05.28,드라마 대중 여운 아들 다나 오다 가용,김 비서가 왜 그럴까,1,댓글 달기,드라마 대중 여운 아들 다나 오다 가용,"['드라마', '대중', '여운', '아들', '다나', '오다', '가용']",Neutral
9873,서영,18.05.28,재밌다 보다 드라마 방영 대박나다 조짐 상상 영준 미소 않다 방영 날자 맞추다 보다,김 비서가 왜 그럴까(애장판) 81화,1,댓글 달기,재밌다 보다 드라마 방영 대박나다 조짐 상상 영준 미소 않다 방영 날자 맞추다 보다,"['재밌다', '보다', '드라마', '방영', '대박나다', '조짐', '상상', '영준', '미소', '않다', '방영', '날자', '맞추다', '보다']",Positive
9874,Trisha!,18.05.28,실감 드라마 팬카페 이름 미소 영준,김 비서가 왜 그럴까(애장판) 65화,1,댓글 달기,실감 드라마 팬카페 이름 미소 영준,"['실감', '드라마', '팬카페', '이름', '미소', '영준']",Positive
9875,김언진(한국폰),18.05.28,김비 가왜 그렇다 와우 드라마 보다 원작 완결 지오 돼다 금은 웹툰 열공 드라마 대중 드라마 원작 웹툰 가깝다 아니다 시나리오,김 비서가 왜 그럴까,1,댓글 달기,김비 가왜 그렇다 와우 드라마 보다 원작 완결 지오 돼다 금은 웹툰 열공 드라마 대중 드라마 원작 웹툰 가깝다 아니다 시나리오,"['김비', '가왜', '그렇다', '와우', '드라마', '보다', '원작', '완결', '지오', '돼다', '금은', '웹툰', '열공', '드라마', '대중', '드라마', '원작', '웹툰', '가깝다', '아니다', '시나리오']",Positive
9876,화니츄,18.05.27,드라마 대중 태환 김혜옥 모자 케미 기대 돼다,김 비서가 왜 그럴까(애장판) 47화,1,댓글 달기,드라마 대중 태환 김혜옥 모자 케미 기대 돼다,"['드라마', '대중', '태환', '김혜옥', '모자', '케미', '기대', '돼다']",Positive
9877,문아♡,18.05.27,드라마 나오다 드라마 완죤 기대 되다,김 비서가 왜 그럴까(애장판) 60화,1,댓글 달기,드라마 나오다 드라마 완죤 기대 되다,"['드라마', '나오다', '드라마', '완죤', '기대', '되다']",Positive
9878,해바라기,18.05.27,이름 응모 심쿵 주의 이르다 심장병 걸리다 아니다,김 비서가 왜 그럴까(애장판) 75화,1,댓글 달기,이름 응모 심쿵 주의 이르다 심장병 걸리다 아니다,"['이름', '응모', '심쿵', '주의', '이르다', '심장병', '걸리다', '아니다']",Negative
9879,화니츄,18.05.27,드라마 대중 정도 촬영 마무리 돼다 원작 대본 고생 하다 좋다,김 비서가 왜 그럴까(애장판) 42화,1,댓글 달기,드라마 대중 정도 촬영 마무리 돼다 원작 대본 고생 하다 좋다,"['드라마', '대중', '정도', '촬영', '마무리', '돼다', '원작', '대본', '고생', '하다', '좋다']",Positive
9880,ym,18.05.27,김비 영미,김 비서가 왜 그럴까(애장판) 72화,1,댓글 달기,김비 영미,"['김비', '영미']",Neutral
9881,박미애,18.05.27,드라마 대중,김 비서가 왜 그럴까(애장판) 77화,1,1,드라마 대중,"['드라마', '대중']",Neutral
9882,Demonic,18.05.27,김비 다시 보다 재미있다 속도,김 비서가 왜 그럴까(애장판) 84화(완결),1,댓글 달기,김비 다시 보다 재미있다 속도,"['김비', '다시', '보다', '재미있다', '속도']",Positive
9883,권소연,18.05.27,김비 드라마 대중 보다,김 비서가 왜 그럴까(애장판) 74화,1,댓글 달기,김비 드라마 대중 보다,"['김비', '드라마', '대중', '보다']",Neutral
